LMK_KEY,ADDRESS1,ADDRESS2,ADDRESS3,POSTCODE,BUILDING_REFERENCE_NUMBER,ASSET_RATING,ASSET_RATING_BAND,PROPERTY_TYPE,INSPECTION_DATE,LOCAL_AUTHORITY,CONSTITUENCY,COUNTY,LODGEMENT_DATE,TRANSACTION_TYPE,NEW_BUILD_BENCHMARK,EXISTING_STOCK_BENCHMARK,BUILDING_LEVEL,MAIN_HEATING_FUEL,OTHER_FUEL_DESC,SPECIAL_ENERGY_USES,RENEWABLE_SOURCES,FLOOR_AREA,STANDARD_EMISSIONS,TARGET_EMISSIONS,TYPICAL_EMISSIONS,BUILDING_EMISSIONS,AIRCON_PRESENT,AIRCON_KW_RATING,ESTIMATED_AIRCON_KW_RATING,AC_INSPECTION_COMMISSIONED,BUILDING_ENVIRONMENT,ADDRESS,LOCAL_AUTHORITY_LABEL,CONSTITUENCY_LABEL,POSTTOWN,LODGEMENT_DATETIME,PRIMARY_ENERGY_VALUE,UPRN,UPRN_SOURCE
63b96dac3421f6b458a82e978f0210d87fc00fa26223ae7db1de5225d8c6d0b9,Homeslice,69-71 Queen Street,,EC4R 1EE,10002954380,50,B,A3/A4/A5 Restaurant and Cafes/Drinking Establishments and Hot Food takeaways,2022-05-13,E09000001,E14000639,,2022-05-21,Mandatory issue (Property to let).,36,107,4,Grid Supplied Electricity,,,,285,118.07,86.09,252.28,117.25,No,,,4,Air Conditioning,"Homeslice, 69-71 Queen Street",City of London,Cities of London and Westminster,LONDON,2022-05-21 20:39:35,693,,
3b2ef2acbfca4a29b3b03cfa5b1a5dd57317dbd3cedde80aeafa1d5b9f4d8dd9,ICG,Procession House,Levels 3 to 5,EC4M 7JW,10002952121,45,B,B1 Offices and Workshop businesses,2022-05-18,E09000001,E14000639,,2022-05-19,Mandatory issue (Non-marketed sale),41,110,5,Grid Supplied Electricity,,,,4446,28.76,23.82,63.51,25.99,Yes,,2.0,5,Air Conditioning,"ICG, Procession House, Levels 3 to 5",City of London,Cities of London and Westminster,LONDON,2022-05-19 22:14:17,153,,
da788ca03c7369a4612939141f9d77473eb7cdb4f8dbd69d80a29213f1e64d13,Three Kings,7 Clerkenwell Close,,EC1R 0DY,10002958784,60,C,A3/A4/A5 Restaurant and Cafes/Drinking Establishments and Hot Food takeaways,2022-02-08,E09000019,E14000764,,2022-05-19,Mandatory issue (Marketed sale),29,86,3,Natural Gas,,,,280,78.26,46.04,134.93,94.47,No,,,4,Heating and Natural Ventilation,"Three Kings, 7 Clerkenwell Close",Islington,Islington South and Finsbury,LONDON,2022-05-20 10:42:05,543,5300020864,Address Matched
ce7357eaabf79638bf9dfd9b1e4ab0d0baefad06c9bc389246ecc0e3243dde07,Unit 4,145 City Road,,EC1V 1AW,10002958290,56,C,A3/A4/A5 Restaurant and Cafes/Drinking Establishments and Hot Food takeaways,2022-05-17,E09000012,E14000721,,2022-05-19,Mandatory issue (Marketed sale),17,50,3,Natural Gas,,,,27,108.38,37.24,109.12,121.58,No,,,4,Heating and Natural Ventilation,"Unit 4, 145 City Road",Hackney,Hackney South and Shoreditch,London ,2022-06-06 09:19:19,698,,
df07dad11966de109a95b7c541b9df441a4d4a96e6ee07180a00e4497aa538fb,Unit 8,6-7 St. Mary at Hill,,EC3R 8EE,10002961020,71,C,B1 Offices and Workshop businesses,2022-04-28,E09000001,E14000639,,2022-05-19,Mandatory issue (Marketed sale),22,64,3,Natural Gas,,,,49,44.73,19.65,57.6,63.49,No,,,4,Heating and Natural Ventilation,"Unit 8, 6-7 St. Mary at Hill",City of London,Cities of London and Westminster,LONDON,2022-05-19 20:37:08,364,,
1c62b1f40b024490f467abf9f310486884470daac027ee45118331f668bf2ed8,Second Floor Offices,72 Cannon Street,,EC4N 6AE,10002955096,61,C,B1 Offices and Workshop businesses,2021-12-07,E09000001,E14000639,,2022-05-19,Mandatory issue (Property to let).,32,95,4,Natural Gas,,,,170,36.18,23.47,68.78,44.44,Yes,,2.0,1,Air Conditioning,"Second Floor Offices, 72 Cannon Street",City of London,Cities of London and Westminster,LONDON,2022-05-19 16:02:52,261,95506682,Energy Assessor
300e6bb1265cdb5af66802b3ac2363b6a9acdfe2310691d0686b75511289e9f2,2ND FLOOR,2 Devonshire Square,,EC2M 4UJ,10002944396,64,C,B1 Offices and Workshop businesses,2022-04-13,E09000001,E14000639,,2022-05-19,Mandatory issue (Property to let).,31,90,3,Natural Gas,,,,104,37.35,22.9,67.09,47.53,Yes,8.0,,5,Mixed-mode with Natural Ventilation,"2ND FLOOR, 2 Devonshire Square",City of London,Cities of London and Westminster,LONDON,2022-05-19 15:44:05,277,,
3161d5135bcd04cc0332e572b69dd75531176391e94baa13d202d6a03368a93c,3RD FLOOR,2 Devonshire Square,,EC2M 4UJ,872544450002,86,D,B1 Offices and Workshop businesses,2022-04-13,E09000001,E14000639,,2022-05-19,Mandatory issue (Property to let).,29,84,3,Natural Gas,,,,99,35.66,20.45,59.94,61.63,Yes,9.0,,5,Mixed-mode with Natural Ventilation,"3RD FLOOR, 2 Devonshire Square",City of London,Cities of London and Westminster,LONDON,2022-05-19 15:27:18,360,,
3033073e847718664dd2f790523331d052a4f895fc23351d83682f3eb9951dc9,96 - 98 Leonard Street,,,EC2A 4RH,10002949369,75,C,B1 Offices and Workshop businesses,2022-05-18,E09000012,E14000721,,2022-05-18,Mandatory issue (Property to let).,29,84,3,Natural Gas,,,,697,40.53,23.12,67.76,60.72,No,,,4,Heating and Natural Ventilation,96 - 98 Leonard Street,Hackney,Hackney South and Shoreditch,London,2022-05-18 14:42:22,352,,
3f5ab3c14222f1e04374c1677de15c07804d6d9d3643dd4fe49d92901d7d2abf,3rd Floor Front,13 Charterhouse Square,,EC1M 6AX,10002940938,115,E,B1 Offices and Workshop businesses,2022-05-03,E09000019,E14000764,,2022-05-18,Mandatory issue (Marketed sale),25,74,3,Natural Gas,,,,22,34.0,17.13,50.2,78.28,No,,,4,Heating and Natural Ventilation,"3rd Floor Front, 13 Charterhouse Square",Islington,Islington South and Finsbury,LONDON,2022-05-18 14:01:54,454,10010440088,Address Matched
e4571e4bd92cf3aeec3d38434af5601c5d88cbca736f2a8583b35edd48e82fe6,3rd Floor Front,13 Charterhouse Square,,EC1M 6AX,10002940938,98,D,B1 Offices and Workshop businesses,2022-05-03,E09000019,E14000764,,2022-05-18,Mandatory issue (Marketed sale),20,60,3,Natural Gas,,,,35,39.98,16.3,47.76,78.0,No,,,4,Heating and Natural Ventilation,"3rd Floor Front, 13 Charterhouse Square",Islington,Islington South and Finsbury,LONDON,2022-05-18 13:59:19,453,10010440088,Address Matched
c69e34dfd59aabeaa54350be3221005d76e19c8c86f0752af6662bfc4c3af373,Jamaica Wine House,St Michael's Alley,,EC3V 9DS,10002536162,78,D,A3/A4/A5 Restaurant and Cafes/Drinking Establishments and Hot Food takeaways,2022-05-11,E09000001,E14000639,,2022-05-18,Mandatory issue (Marketed sale),32,93,3,Natural Gas,,,,400,85.9,54.49,159.69,134.67,No,,,4,Air Conditioning,"Jamaica Wine House, St Michael's Alley",City of London,Cities of London and Westminster,LONDON,2022-05-18 15:21:30,783,100023616229,Energy Assessor
a2332705fc584ece38f600688617eaafbb20babfd55ca3099bf7499103310a15,4th Floor,79 Clerkenwell Road,,EC1R 5AR,10002947184,52,C,B1 Offices and Workshop businesses,2021-08-04,E09000007,E14000750,,2022-05-18,Mandatory issue (Property to let).,32,93,4,Grid Supplied Electricity,,,,135,32.73,20.82,61.0,34.01,Yes,,2.0,5,Air Conditioning,"4th Floor, 79 Clerkenwell Road",Camden,Holborn and St Pancras,LONDON,2022-05-18 15:03:07,201,5145257,Energy Assessor
02724b598fa1b0c832199c51fe00f77b2a478fbc08c42e52b1b65eeb26031e32,12 Charterhouse Square,,,EC1M 6AX,10002938642,93,D,B1 Offices and Workshop businesses,2022-05-03,E09000019,E14000764,,2022-05-18,Mandatory issue (Marketed sale),24,71,3,Natural Gas,,,,425,30.24,14.69,43.04,56.45,No,,,4,Heating and Natural Ventilation,12 Charterhouse Square,Islington,Islington South and Finsbury,LONDON,2022-05-18 14:36:19,326,5300018993,Address Matched
dac1e87f5d58ce915ab329e43e21f375a421664de587d6faadd2a38cfc31cf18,3rd Floor Rear,13 Charterhouse Square,,EC1M 6AX,10002944431,98,D,B1 Offices and Workshop businesses,2022-05-03,E09000019,E14000764,,2022-05-18,Mandatory issue (Marketed sale),20,60,3,Natural Gas,,,,35,39.98,16.3,47.76,78.0,No,,,4,Heating and Natural Ventilation,"3rd Floor Rear, 13 Charterhouse Square",Islington,Islington South and Finsbury,LONDON,2022-05-18 14:00:06,453,10010440088,Address Matched
3c5c27cf477d9ab59fe9853f24ce10b06f95f376c7e18a0145462fd3d6f30255,Century House,2 Eyre Street Hill,,EC1R 5ET,10002944468,66,C,D1 Non-residential Institutions - Education,2022-05-17,E09000007,E14000750,,2022-05-17,Mandatory issue (Property to let).,31,92,3,Grid Supplied Electricity,,,,1741,23.88,15.01,43.98,31.35,No,,,4,Air Conditioning,"Century House, 2 Eyre Street Hill",Camden,Holborn and St Pancras,LONDON,2022-05-17 11:45:16,185,5032938,Address Matched
8e10b2995b152192d3cd8c97d2a95df6cf36bb4c8f0c42cf80f3ab65d63f2cce,Ground floor office,Fountain House,4 Chapel Place,EC2A 3DQ,10002945822,84,D,B1 Offices and Workshop businesses,2022-05-16,E09000012,E14000721,,2022-05-17,Mandatory issue (Non-marketed sale),28,81,3,Natural Gas,,,,46,31.6,17.52,51.35,53.35,No,,,4,Heating and Natural Ventilation,"Ground floor office, Fountain House, 4 Chapel Place",Hackney,Hackney South and Shoreditch,LONDON,2022-05-17 20:59:50,312,100022932963,Address Matched
0f8d1e6e472d701985811aebe0cd3e3a2b08daf994a3533f069ee79d5cc7d931,Retail Unit,70-74 City Road,,EC1Y 2BJ,672563500002,45,B,A3/A4/A5 Restaurant and Cafes/Drinking Establishments and Hot Food takeaways,2022-05-17,E09000019,E14000764,,2022-05-17,Voluntary re-issue (A valid EPC is already lodged).,32,93,4,Natural Gas,,,,412,123.31,78.46,229.93,110.38,Yes,,2.0,4,Air Conditioning,"Retail Unit, 70-74 City Road",Islington,Islington South and Finsbury,LONDON,2022-05-17 14:27:13,646,,
b3eba4f6f9af93d1d015e2d02cee19bfc6507cab7e5877802d30e9ad4a64fe76,Warnford Court,29 Throgmorton Street,,EC2N 2AT,10002961953,103,E,B1 Offices and Workshop businesses,2022-04-28,E09000001,E14000639,,2022-05-17,Mandatory issue (Non-marketed sale),31,83,5,Grid Supplied Electricity,,,,6373,33.11,20.73,55.28,68.06,Yes,,2.0,2,Air Conditioning,"Warnford Court, 29 Throgmorton Street",City of London,Cities of London and Westminster,LONDON,2022-05-17 16:59:21,402,100022933943,Energy Assessor
843c1e2570af3dd123fa57f10ba5e322dbc92143eaf4bc6d5acb954dfe391342,36 Featherstone Street,,,EC1Y 8AE,10002945013,49,B,B1 Offices and Workshop businesses,2022-05-17,E09000019,E14000764,,2022-05-17,Mandatory issue (Property to let).,44,117,5,Natural Gas,,,,220,29.49,25.93,69.15,29.17,Yes,,2.0,4,Air Conditioning,36 Featherstone Street,Islington,Islington South and Finsbury,LONDON,2022-05-17 14:54:34,170,10091005374,Energy Assessor
c8fa39cf95ed138773a4fe81dc505cade916e37259e0d521cd3280ab97cc0556,Ground Floor and Basement,3-5 Bleeding Heart Yard,,EC1N 8SJ,10002950961,60,C,A3/A4/A5 Restaurant and Cafes/Drinking Establishments and Hot Food takeaways,2022-05-12,E09000007,E14000750,,2022-05-16,Mandatory issue (Property to let).,31,92,3,Natural Gas,,,,416,124.42,77.81,228.01,149.63,No,,,4,Air Conditioning,"Ground Floor and Basement, 3-5 Bleeding Heart Yard",Camden,Holborn and St Pancras,London,2022-05-16 17:11:52,879,,
71bb22e4a34d1754e7760e8c900d85b9fb295924bfee52a721cdeadb28f21676,Ground Floor Office,9 St Clare Street,,EC3N 1LQ,10002953796,72,C,B1 Offices and Workshop businesses,2022-05-05,E09000001,E14000639,,2022-05-14,Mandatory issue (Property to let).,35,103,4,Grid Supplied Electricity,,,,73,30.78,21.54,63.12,44.05,No,,,4,Air Conditioning,"Ground Floor Office, 9 St Clare Street",City of London,Cities of London and Westminster,LONDON,2022-05-14 15:17:56,260,,
84ca92e12e8563f11377af9a6a23826cbb198e506ea759a8ab17a03b3345c991,131-133 Central Street,Islington,,EC1V 8AP,10002938481,41,B,A3/A4/A5 Restaurant and Cafes/Drinking Establishments and Hot Food takeaways,2022-05-05,E09000019,E14000764,,2022-05-14,Mandatory issue (Property to let).,32,93,3,Natural Gas,,,,116,115.2,73.12,214.28,95.05,No,,,4,Air Conditioning,"131-133 Central Street, Islington",Islington,Islington South and Finsbury,LONDON,2022-05-14 16:54:16,558,10093109736,Energy Assessor
3e7bc6c09d827e20f614e9616302d86d216fff67a9f12219e366464f5496c99b,391 City Road,Islington,,EC1V 1NG,10002945384,85,D,B1 Offices and Workshop businesses,2022-05-06,E09000019,E14000764,,2022-05-13,Mandatory issue (Marketed sale),29,84,3,Natural Gas,,,,758,28.66,16.34,47.88,48.52,No,,,4,Air Conditioning,"391 City Road, Islington",Islington,Islington South and Finsbury,LONDON,2022-05-13 12:27:47,284,5300020419,Energy Assessor
bd91adecfbf267b9cbb49d98e7907690e4115a7238a8393c459eee5cb6c14e42,393-395 City Road,Islington,,EC1V 1NG,10002945390,78,D,B1 Offices and Workshop businesses,2022-05-06,E09000019,E14000764,,2022-05-13,Mandatory issue (Marketed sale),25,75,3,Natural Gas,,,,1165,32.51,16.57,48.55,50.59,No,,,4,Air Conditioning,"393-395 City Road, Islington",Islington,Islington South and Finsbury,LONDON,2022-05-13 08:32:49,295,5300020424,Energy Assessor
ede4c97045e62161caa7ab715d245caeb8757d8ff2617944db4a6ed1a7c2906c,9-10 Great Sutton Street,Islington,,EC1V 0BX,10002947478,91,D,B1 Offices and Workshop businesses,2022-05-05,E09000019,E14000764,,2022-05-13,Mandatory issue (Property to let).,36,106,4,Grid Supplied Electricity,,,,651,34.52,24.86,72.86,62.72,No,,,4,Air Conditioning,"9-10 Great Sutton Street, Islington",Islington,Islington South and Finsbury,LONDON,2022-05-13 06:06:20,371,5300037440,Energy Assessor
e7b747ba9ee1b47f7ca49048f18bcedfc30d283d49feae6fc3a3bcf7d3c2f531,107 Charterhouse Street,Islington,,EC1M 6HW,10002938764,97,D,B1 Offices and Workshop businesses,2022-05-10,E09000019,E14000764,,2022-05-13,Mandatory issue (Marketed sale),30,87,3,Natural Gas,,,,475,32.48,19.34,56.67,63.09,No,,,4,Heating and Natural Ventilation,"107 Charterhouse Street, Islington",Islington,Islington South and Finsbury,LONDON,2022-05-13 15:06:12,368,5300019072,Energy Assessor
6e743fe9394d3e95260c1144b50f268475f5b9e3e0865cc2ed26075b6b50267a,Unit 2B,80 Fenchurch Street,,EC3M 4BY,10002951586,75,C,B1 Offices and Workshop businesses,2022-05-13,E09000001,E14000639,,2022-05-13,Mandatory issue (Marketed sale),48,141,4,Grid Supplied Electricity,,,,359,312.45,300.17,879.63,469.8,No,,,4,Heating and Mechanical Ventilation,"Unit 2B, 80 Fenchurch Street",City of London,Cities of London and Westminster,London,2022-05-13 14:26:36,2778,,
aec00aca207d2e19d6c396a832b64b2c8e3ad21aa80fb4d0fef4b3424f6c6667,Ground Floor & Basement,14 Devonshire Row,,EC2M 4RH,10002950718,97,D,A1/A2 Retail and Financial/Professional services,2022-05-13,E09000001,E14000639,,2022-05-13,Mandatory issue (Property to let).,30,86,3,Grid Supplied Electricity,,,,50,50.98,30.09,88.17,99.21,No,,,4,Air Conditioning,"Ground Floor & Basement, 14 Devonshire Row",City of London,Cities of London and Westminster,London,2022-05-13 15:06:48,586,10091957781,Address Matched
5078598091a0cf4140a9a4dfffbbae2312830ecafa6a092a936f7f46c4b8a7eb,Ground Floor and Basement,Hoxton point,313-319 old street,EC1V 9LE,10002946793,67,C,A1/A2 Retail and Financial/Professional services,2022-05-05,E09000012,E14000721,,2022-05-12,Mandatory issue (Property to let).,39,113,3,Grid Supplied Electricity,,,,601,56.99,44.01,128.97,76.51,Yes,,1.0,4,Air Conditioning,"Ground Floor and Basement, Hoxton point, 313-319 old street",Hackney,Hackney South and Shoreditch,LONDON,2022-05-13 09:05:36,452,,
967a1ad84677d55fc50a89ee2640e37bf4276e69a9024137d9f51157de639e52,RETAIL UNIT 1,Juxon House,100 St. Paul's Churchyard,EC4M 8BU,352117230001,64,C,A1/A2 Retail and Financial/Professional services,2022-04-28,E09000001,E14000639,,2022-05-12,Voluntary (No legal requirement for an EPC).,30,88,4,Grid Supplied Electricity,,,,809,35.48,21.25,62.26,45.14,No,,,4,Heating and Mechanical Ventilation,"RETAIL UNIT 1, Juxon House, 100 St. Paul's Churchyard",City of London,Cities of London and Westminster,LONDON,2022-05-12 08:29:00,266,,
30289affa6fee2bbeae2f4875902c0df2d5a2eeaba1c95aa5aface7691fccb75,RETAIL UNIT 2,Juxon House,100 St. Paul's Churchyard,EC4M 8BU,352117230002,45,B,A1/A2 Retail and Financial/Professional services,2022-04-28,E09000001,E14000639,,2022-05-12,Voluntary (No legal requirement for an EPC).,31,92,4,Grid Supplied Electricity,,,,298,47.36,29.64,86.85,42.41,No,,,4,Mixed-mode with Natural Ventilation,"RETAIL UNIT 2, Juxon House, 100 St. Paul's Churchyard",City of London,Cities of London and Westminster,LONDON,2022-05-12 08:26:16,250,,
452e8ea02034bb98aa9ef5c5ed6ceb1e67ba8731100ac2110449dc96eb3fd4ba,OFFICE FLOORS,1 Gracechurch Street,,EC3V 0DD,275381540002,72,C,B1 Offices and Workshop businesses,2022-04-22,E09000001,E14000639,,2022-05-12,Mandatory issue (Marketed sale),28,83,4,Grid Supplied Electricity,,,,650,32.49,18.5,54.2,46.85,No,,,4,Air Conditioning,"OFFICE FLOORS, 1 Gracechurch Street",City of London,Cities of London and Westminster,LONDON,2022-05-12 11:03:05,277,,
60df539e246a9df2b3563557b32aba87d4d5947df0dd2e99f94ea50dd588b2ba,RETAIL UNIT 4,Juxon House,100 St. Paul's Churchyard,EC4M 8BU,352117230004,48,B,A1/A2 Retail and Financial/Professional services,2022-04-28,E09000001,E14000639,,2022-05-12,Voluntary (No legal requirement for an EPC).,28,82,4,Grid Supplied Electricity,,,,432,67.66,37.81,110.8,64.3,No,,,4,Mixed-mode with Natural Ventilation,"RETAIL UNIT 4, Juxon House, 100 St. Paul's Churchyard",City of London,Cities of London and Westminster,LONDON,2022-05-12 08:23:11,380,,
d9db961ab4bd9bc725549e86d8c1aab5dd799f5b9dc1da55c1b1be7c8f574d93,Cafe,1 Watling Street,,EC4M 9BP,10002944763,50,B,A3/A4/A5 Restaurant and Cafes/Drinking Establishments and Hot Food takeaways,2022-03-09,E09000001,E14000639,,2022-05-11,Mandatory issue (Property to let).,37,109,5,Grid Supplied Electricity,,,,213,111.46,82.77,242.56,111.84,Yes,,2.0,5,Air Conditioning,"Cafe, 1 Watling Street",City of London,Cities of London and Westminster,LONDON,2022-05-12 10:07:06,661,95505968,Energy Assessor
707ba333de3c47f7941673ab0c86a6ce4c1d013873ac8b7eb1aea3bc441408ce,Basement Unit,25A Cannon Street,,EC4M 5SB,10002948222,46,B,B1 Offices and Workshop businesses,2022-03-09,E09000001,E14000639,,2022-05-11,Mandatory issue (Property to let).,35,103,5,Grid Supplied Electricity,,,,1057,30.54,21.55,63.16,27.95,Yes,,2.0,5,Air Conditioning,"Basement Unit, 25A Cannon Street",City of London,Cities of London and Westminster,LONDON,2022-05-11 16:00:31,165,,
c88f22b1290c3076d11ae3c3e2101c76f43bced4973f012b3de6d5863bca1708,2nd Floor,10 New Street,,EC2M 4TP,10002944376,40,B,B1 Offices and Workshop businesses,2022-05-10,E09000001,E14000639,,2022-05-11,Mandatory issue (Property to let).,29,85,3,Grid Supplied Electricity,,,,92,35.27,20.53,60.15,27.92,No,,,4,Air Conditioning,"2nd Floor, 10 New Street",City of London,Cities of London and Westminster,LONDON,2022-05-11 13:21:05,165,,
4959ed1b4fc8d321268f675e68ef5968b05206ed3bac42c668ea52d65d7bbb4a,4-6  New Inn Broadway,Hackney,,EC2A 3PR,10002946323,22,A,B1 Offices and Workshop businesses,2022-05-01,E09000012,E14000721,,2022-05-11,Mandatory issue (Marketed sale),35,93,5,Natural Gas,,,,1607,27.87,19.45,51.86,12.48,No,,,4,Air Conditioning,"4-6  New Inn Broadway, Hackney",Hackney,Hackney South and Shoreditch,LONDON,2022-05-11 11:07:45,84,10008351043,Energy Assessor
57eccd65040c9d16247e84bfb0c77452a5a6de0d5766eb08bfdbc29dd60f439c,Retail Unit,2 Watling Street,,EC4M 9BP,10002954832,48,B,A3/A4/A5 Restaurant and Cafes/Drinking Establishments and Hot Food takeaways,2022-03-09,E09000001,E14000639,,2022-05-11,Mandatory issue (Property to let).,36,107,5,Grid Supplied Electricity,,,,234,127.71,93.15,272.95,122.04,Yes,,2.0,5,Air Conditioning,"Retail Unit, 2 Watling Street",City of London,Cities of London and Westminster,LONDON,2022-05-12 10:08:50,721,,
a3d94a51ef0c09837f67f4c8c425d7dc47ccd5f63413fb2222d40c3415c12e7f,15 Appold Street,,,EC2A 2AD,10002495069,91,D,B1 Offices and Workshop businesses,2020-10-12,E09000012,E14000721,,2022-05-11,Mandatory issue (Marketed sale),39,104,5,Natural Gas,,,,11079,22.86,17.82,47.52,41.39,No,,,4,Air Conditioning,15 Appold Street,Hackney,Hackney South and Shoreditch,LONDON,2022-05-11 11:44:56,243,100022932761,Address Matched
4a6ae8430bc0cfa7a92df500a5755a9f31197b4cb150402e230a6311b2ee7adf,Retail Unit,3 Watling Street,,EC4M 9BP,10002955946,49,B,A3/A4/A5 Restaurant and Cafes/Drinking Establishments and Hot Food takeaways,2022-03-09,E09000001,E14000639,,2022-05-11,Mandatory issue (Property to let).,37,108,5,Grid Supplied Electricity,,,,179,126.58,92.91,272.27,124.98,Yes,,2.0,5,Air Conditioning,"Retail Unit, 3 Watling Street",City of London,Cities of London and Westminster,LONDON,2022-05-12 10:09:57,739,,
73f19665809be10911ba767f974ea97109a6d38f080b3b99d04acfa8d8287e2b,11 PORTPOOL LANE,,,EC1N 7UJ,10002938784,63,C,A1/A2 Retail and Financial/Professional services,2022-05-09,E09000007,E14000750,,2022-05-10,Mandatory issue (Property to let).,39,114,3,Grid Supplied Electricity,,,,92,127.2,98.81,289.57,161.16,No,,,4,Heating and Natural Ventilation,11 PORTPOOL LANE,Camden,Holborn and St Pancras,LONDON,2022-05-10 10:37:16,953,5011120,Address Matched
916da7290bc446eb45e0c5fcefbbc6751c480df029b4bfd74bae80c5b080b2aa,5th Floor,46 Gresham Street,,EC2V 7AY,10002945644,94,D,B1 Offices and Workshop businesses,2022-05-04,E09000001,E14000639,,2022-05-10,Mandatory issue (Property to let).,25,74,3,Grid Supplied Electricity,,,,96,38.79,19.64,57.56,73.27,No,,,4,Air Conditioning,"5th Floor, 46 Gresham Street",City of London,Cities of London and Westminster,LONDON,2022-05-10 10:59:42,433,,
e0a9ee51b92747ec8b5c23a541ca2d4e340251877268b1d651713f353b2926ec,4th Floor,46 Gresham Street,,EC2V 7AY,10002944738,71,C,B1 Offices and Workshop businesses,2022-05-04,E09000001,E14000639,,2022-05-10,Mandatory issue (Property to let).,29,86,3,Grid Supplied Electricity,,,,86,32.4,18.98,55.63,46.04,No,,,4,Air Conditioning,"4th Floor, 46 Gresham Street",City of London,Cities of London and Westminster,LONDON,2022-05-10 10:59:02,272,,
912d311a590a2ad032c609ae0d479a47d76824f9bd97e689a99801a86384497e,3rd Floor,48 Gresham Street,,EC2V 7AY,10002945171,72,C,B1 Offices and Workshop businesses,2022-05-04,E09000001,E14000639,,2022-05-10,Mandatory issue (Property to let).,32,95,3,Grid Supplied Electricity,,,,115,28.93,18.76,54.96,41.6,No,,,4,Air Conditioning,"3rd Floor, 48 Gresham Street",City of London,Cities of London and Westminster,LONDON,2022-05-10 10:58:23,246,,
b7bdcfd14785a9f3522197976f6432433895cfcd194088d1e9bce233f2139bf2,Three Lords,27 Minories,,EC3N 1DD,10002957885,99,D,A3/A4/A5 Restaurant and Cafes/Drinking Establishments and Hot Food takeaways,2022-04-07,E09000001,E14000639,,2022-05-09,Mandatory issue (Marketed sale),38,110,3,Grid Supplied Electricity,,,,196,89.84,67.74,198.52,177.07,No,,,4,Heating and Natural Ventilation,"Three Lords, 27 Minories",City of London,Cities of London and Westminster,London,2022-05-09 14:27:58,1042,,
6778661867b8566057ea49b5705071eacfe59fc4de52400694c8f8ae8d5bc344,Clarendon Court,43 Golden Lane,,EC1Y 0AD,10002945133,47,B,Residential spaces,2022-05-10,E09000019,E14000764,,2022-05-09,Voluntary (No legal requirement for an EPC).,39,104,5,District Heating,,,,2821,11.36,8.84,23.58,10.69,Yes,,2.0,5,Air Conditioning,"Clarendon Court, 43 Golden Lane",Islington,Islington South and Finsbury,London,2022-05-17 14:23:51,62,95515907,Energy Assessor
cfb3cc94edc4cceeed7187e4f6cb4d12f3f0d2fec34e73ea74c97b94076804e8,2nd Floor,21-22 Great Sutton Street,,EC1V 0DY,10002944109,39,B,B1 Offices and Workshop businesses,2022-05-06,E09000019,E14000764,,2022-05-06,Mandatory issue (Property to let).,32,94,3,Natural Gas,,,,145,42.33,27.12,79.49,33.22,No,,,4,Mixed-mode with Natural Ventilation,"2nd Floor, 21-22 Great Sutton Street",Islington,Islington South and Finsbury,London,2022-05-09 07:40:25,191,,
7c7b623a56510c5cac30897d7804e5537f7970349ea220506317340a61eb3dac,Ground Floor & Basement,21-22 Great Sutton Street,,EC1V 0DY,10002951120,57,C,A1/A2 Retail and Financial/Professional services,2022-05-06,E09000019,E14000764,,2022-05-06,Mandatory issue (Property to let).,29,85,4,Natural Gas,,,,296,78.71,45.42,133.1,90.05,No,,,4,Air Conditioning,"Ground Floor & Basement, 21-22 Great Sutton Street",Islington,Islington South and Finsbury,London,2022-05-09 07:44:39,530,,
7c987c0af4758c323a5a2dd744b0ca9a42738082bce82eefc98bc6e5bf68ae96,RETAIL UNIT 3,Juxon House,100 St. Paul's Churchyard,EC4M 8BU,352117230003,52,C,A1/A2 Retail and Financial/Professional services,2022-05-06,E09000001,E14000639,,2022-05-06,Mandatory issue (Property to let).,33,96,3,Grid Supplied Electricity,,,,544,47.8,31.39,91.98,49.35,No,,,4,Air Conditioning,"RETAIL UNIT 3, Juxon House, 100 St. Paul's Churchyard",City of London,Cities of London and Westminster,LONDON,2022-05-06 18:54:13,291,,
702966a1cded5e44acc382d404d44cb50146d19fdd7225b5a8558dc9cf7fc10e,4th Floor,21-22 Great Sutton Street,,EC1V 0DY,10002946533,32,B,B1 Offices and Workshop businesses,2022-05-06,E09000019,E14000764,,2022-05-06,Mandatory issue (Property to let).,30,87,3,Grid Supplied Electricity,,,,99,36.6,21.85,64.03,23.71,No,,,4,Mixed-mode with Natural Ventilation,"4th Floor, 21-22 Great Sutton Street",Islington,Islington South and Finsbury,London,2022-05-09 07:40:34,139,,
2e145393377bbe8ee3cf280b74d12b0f0c4eb2058d30343ae6121a8dcdfd0464,2nd Floor. Units ABCD,Zetland House,5-25 Scrutton Street,EC2A 4HJ,10002943269,66,C,B1 Offices and Workshop businesses,2022-04-29,E09000012,E14000721,,2022-05-05,Mandatory issue (Property to let).,32,94,3,Grid Supplied Electricity,,,,1059,30.64,19.67,57.65,40.38,Yes,,2.0,5,Air Conditioning,"2nd Floor. Units ABCD, Zetland House, 5-25 Scrutton Street",Hackney,Hackney South and Shoreditch,LONDON,2022-05-08 21:56:56,238,,
