PAYBACK_TYPE,LMK_KEY,RECOMMENDATION_ITEM,RECOMMENDATION_CODE,RECOMMENDATION,CO2_IMPACT
other,5140c96b1854631f2b385ce228fabf8826bad4d5b5f440fbb7ff04a7c9097c81,1,EPC-E2,Roof is poorly insulated. Install or improve insulation of roof.,MEDIUM
other,5140c96b1854631f2b385ce228fabf8826bad4d5b5f440fbb7ff04a7c9097c81,2,EPC-H1,Consider replacing heating boiler plant with high efficiency type.,MEDIUM
other,5140c96b1854631f2b385ce228fabf8826bad4d5b5f440fbb7ff04a7c9097c81,3,EPC-R4,Consider installing PV.,LOW
short,6b11a89e1ff170341dbe64d193c0b1b69882ee2ea5b66b588890cf58230954b6,1,EPC-L5,Consider replacing T8 lamps with retrofit T5 conversion kit. ,MEDIUM
short,6b11a89e1ff170341dbe64d193c0b1b69882ee2ea5b66b588890cf58230954b6,2,EPC-V1,"In some spaces, the solar gain limit defined in the NCM is exceeded, which might cause overheating. Consider solar control measures such as the application of reflective coating or shading devices to windows.",MEDIUM
short,6b11a89e1ff170341dbe64d193c0b1b69882ee2ea5b66b588890cf58230954b6,3,EPC-L7,Introduce HF (high frequency) ballasts for fluorescent tubes: Reduced number of fittings required.,LOW
medium,6b11a89e1ff170341dbe64d193c0b1b69882ee2ea5b66b588890cf58230954b6,4,EPC-H2,Add time control to heating system.,MEDIUM
medium,6b11a89e1ff170341dbe64d193c0b1b69882ee2ea5b66b588890cf58230954b6,5,EPC-H7,Add optimum start/stop to the heating system.,MEDIUM
long,6b11a89e1ff170341dbe64d193c0b1b69882ee2ea5b66b588890cf58230954b6,6,EPC-E4,Some walls have uninsulated cavities - introduce cavity wall insulation.,MEDIUM
long,6b11a89e1ff170341dbe64d193c0b1b69882ee2ea5b66b588890cf58230954b6,7,EPC-E5,Some windows have high U-values - consider installing secondary glazing. ,MEDIUM
long,6b11a89e1ff170341dbe64d193c0b1b69882ee2ea5b66b588890cf58230954b6,8,EPC-H6,Add local temperature control to the heating system.,MEDIUM
long,6b11a89e1ff170341dbe64d193c0b1b69882ee2ea5b66b588890cf58230954b6,9,EPC-H8,Add weather compensation controls to heating system.,MEDIUM
long,6b11a89e1ff170341dbe64d193c0b1b69882ee2ea5b66b588890cf58230954b6,10,EPC-H5,Add local time control to heating system.,MEDIUM
short,2c29f823a52fbefd4eb022ea78ba3d65d6e38a1b279d119689ee835b2f16f944,1,EPC-V1,"In some spaces, the solar gain limit defined in the NCM is exceeded, which might cause overheating. Consider solar control measures such as the application of reflective coating or shading devices to windows.",MEDIUM
medium,2c29f823a52fbefd4eb022ea78ba3d65d6e38a1b279d119689ee835b2f16f944,2,EPC-C1,The default chiller efficiency is chosen. It is recommended that the chiller system be investigated to gain an understanding of its efficiency and possible improvements.,LOW
medium,2c29f823a52fbefd4eb022ea78ba3d65d6e38a1b279d119689ee835b2f16f944,3,EPC-H4,The default heat generator efficiency is chosen. It is recommended that the heat generator system be investigated to gain an understanding of its efficiency and possible improvements.,LOW
long,2c29f823a52fbefd4eb022ea78ba3d65d6e38a1b279d119689ee835b2f16f944,4,EPC-E5,Some windows have high U-values - consider installing secondary glazing. ,MEDIUM
long,2c29f823a52fbefd4eb022ea78ba3d65d6e38a1b279d119689ee835b2f16f944,5,EPC-E7,"Carry out a pressure test, identify and treat identified air leakage. Enter result in EPC calculation.",MEDIUM
long,2c29f823a52fbefd4eb022ea78ba3d65d6e38a1b279d119689ee835b2f16f944,6,EPC-E8,Some glazing is poorly insulated. Replace/improve glazing and/or frames. ,MEDIUM
long,2c29f823a52fbefd4eb022ea78ba3d65d6e38a1b279d119689ee835b2f16f944,7,EPC-R5,Consider installing an air source heat pump.,HIGH
other,8c39cbab7e330fc682f8c707508895d4fe1c17086cb1bee9c1bc21f19ff56c8b,1,USER,Replace fluorescent lighting with LED,MEDIUM
short,e82120a1b7c4a8d84435d4769e219ce78a791f9d1bae733d9fa795ade3a0eaca,1,EPC-W3,Improve insulation on HWS storage.,LOW
short,e82120a1b7c4a8d84435d4769e219ce78a791f9d1bae733d9fa795ade3a0eaca,2,EPC-L5,Consider replacing T8 lamps with retrofit T5 conversion kit. ,MEDIUM
short,e82120a1b7c4a8d84435d4769e219ce78a791f9d1bae733d9fa795ade3a0eaca,3,EPC-L7,Introduce HF (high frequency) ballasts for fluorescent tubes: Reduced number of fittings required.,LOW
medium,e82120a1b7c4a8d84435d4769e219ce78a791f9d1bae733d9fa795ade3a0eaca,4,EPC-H2,Add time control to heating system.,LOW
long,e82120a1b7c4a8d84435d4769e219ce78a791f9d1bae733d9fa795ade3a0eaca,5,EPC-E4,Some walls have uninsulated cavities - introduce cavity wall insulation.,MEDIUM
long,e82120a1b7c4a8d84435d4769e219ce78a791f9d1bae733d9fa795ade3a0eaca,6,EPC-E5,Some windows have high U-values - consider installing secondary glazing. ,MEDIUM
long,e82120a1b7c4a8d84435d4769e219ce78a791f9d1bae733d9fa795ade3a0eaca,7,EPC-H5,Add local time control to heating system.,LOW
long,e82120a1b7c4a8d84435d4769e219ce78a791f9d1bae733d9fa795ade3a0eaca,8,EPC-E3,Some solid walls are poorly insulated - introduce or improve internal wall insulation.,MEDIUM
long,e82120a1b7c4a8d84435d4769e219ce78a791f9d1bae733d9fa795ade3a0eaca,9,EPC-E7,"Carry out a pressure test, identify and treat identified air leakage. Enter result in EPC calculation.",MEDIUM
other,b8f917e9d8caec19e32237c258b17898851719e38f4cabc69ad7943e4f90b716,1,EPC-E5,Some windows have high U-values - consider installing secondary glazing. ,HIGH
other,b8f917e9d8caec19e32237c258b17898851719e38f4cabc69ad7943e4f90b716,2,USER,Investigate Energy Efficiency of Heating System,HIGH
other,6ccab9ca9db6dddc3806d56d563cb06fa005452d04a09bae501664d286b9b5be,1,EPC-C1,The default chiller efficiency is chosen. It is recommended that the chiller system be investigated to gain an understanding of its efficiency and possible improvements.,LOW
other,6ccab9ca9db6dddc3806d56d563cb06fa005452d04a09bae501664d286b9b5be,2,USER,The default specific fan power has been selected for all air-handling equipment. It is recommended that the air-handling equipment be investigated to gain an understanding of its efficiency and possible improvements.,LOW
other,6ccab9ca9db6dddc3806d56d563cb06fa005452d04a09bae501664d286b9b5be,3,EPC-E7,"Carry out a pressure test, identify and treat identified air leakage. Enter result in EPC calculation.",LOW
long,c80f8c77b8366f7c69f19ca54f944042a0c16745799134f9efa1e058bc93ba93,1,EPC-R3,Consider installing solar water heating.,LOW
long,c80f8c77b8366f7c69f19ca54f944042a0c16745799134f9efa1e058bc93ba93,2,EPC-R4,Consider installing PV.,LOW
other,c80f8c77b8366f7c69f19ca54f944042a0c16745799134f9efa1e058bc93ba93,3,USER,Replace the current air conditioning system with VRV units and use existing AHUs for mechanical ventilation,HIGH
other,c80f8c77b8366f7c69f19ca54f944042a0c16745799134f9efa1e058bc93ba93,4,USER,Install PIR/daylight sensors to all applicable lighting,MEDIUM
other,c80f8c77b8366f7c69f19ca54f944042a0c16745799134f9efa1e058bc93ba93,5,USER,Reduce AHU fan speeds with inverters/VSDs,MEDIUM
other,c80f8c77b8366f7c69f19ca54f944042a0c16745799134f9efa1e058bc93ba93,6,USER,Replace remaining fluorescent and CFL bulbs with LEDs,MEDIUM
other,c80f8c77b8366f7c69f19ca54f944042a0c16745799134f9efa1e058bc93ba93,7,EPC-E6,Some loft spaces are poorly insulated - install/improve insulation.,HIGH
other,c80f8c77b8366f7c69f19ca54f944042a0c16745799134f9efa1e058bc93ba93,8,EPC-E7,"Carry out a pressure test, identify and treat identified air leakage. Enter result in EPC calculation.",MEDIUM
other,c80f8c77b8366f7c69f19ca54f944042a0c16745799134f9efa1e058bc93ba93,9,EPC-E2,Roof is poorly insulated. Install or improve insulation of roof.,HIGH
other,bdc363b320665b1f33ad318f1481c333db08bcd608c0aaee7156eb19ca080a41,1,EPC-H1,Consider replacing heating boiler plant with high efficiency type.,MEDIUM
other,bdc363b320665b1f33ad318f1481c333db08bcd608c0aaee7156eb19ca080a41,2,EPC-R5,Consider installing an air source heat pump.,MEDIUM
short,404f600eff089b51b8f2a22129b99990a809e88edea13cb362253102650f058e,1,EPC-V1,"In some spaces, the solar gain limit defined in the NCM is exceeded, which might cause overheating. Consider solar control measures such as the application of reflective coating or shading devices to windows.",MEDIUM
short,404f600eff089b51b8f2a22129b99990a809e88edea13cb362253102650f058e,2,EPC-H2,Add time control to heating system.,LOW
short,404f600eff089b51b8f2a22129b99990a809e88edea13cb362253102650f058e,3,EPC-H7,Add optimum start/stop to the heating system.,LOW
medium,404f600eff089b51b8f2a22129b99990a809e88edea13cb362253102650f058e,4,EPC-H6,Add local temperature control to the heating system.,LOW
medium,404f600eff089b51b8f2a22129b99990a809e88edea13cb362253102650f058e,5,EPC-H8,Add weather compensation controls to heating system.,LOW
medium,404f600eff089b51b8f2a22129b99990a809e88edea13cb362253102650f058e,6,EPC-H5,Add local time control to heating system.,LOW
long,404f600eff089b51b8f2a22129b99990a809e88edea13cb362253102650f058e,7,EPC-R5,Consider installing an air source heat pump.,MEDIUM
long,404f600eff089b51b8f2a22129b99990a809e88edea13cb362253102650f058e,8,EPC-R1,Consider installing a ground source heat pump.,HIGH
long,404f600eff089b51b8f2a22129b99990a809e88edea13cb362253102650f058e,9,EPC-R2,Consider installing building mounted wind turbine(s).,LOW
long,404f600eff089b51b8f2a22129b99990a809e88edea13cb362253102650f058e,10,EPC-R3,Consider installing solar water heating.,LOW
long,404f600eff089b51b8f2a22129b99990a809e88edea13cb362253102650f058e,11,EPC-R4,Consider installing PV.,LOW
long,9aad85aa26ae1495c2f1655cc9a15dc7a0a278e0bca3a8d282064cf99647fe3d,1,EPC-E7,"Carry out a pressure test, identify and treat identified air leakage. Enter result in EPC calculation.",MEDIUM
long,9aad85aa26ae1495c2f1655cc9a15dc7a0a278e0bca3a8d282064cf99647fe3d,2,EPC-R5,Consider installing an air source heat pump.,HIGH
long,9aad85aa26ae1495c2f1655cc9a15dc7a0a278e0bca3a8d282064cf99647fe3d,3,EPC-R2,Consider installing building mounted wind turbine(s).,LOW
long,9aad85aa26ae1495c2f1655cc9a15dc7a0a278e0bca3a8d282064cf99647fe3d,4,EPC-R1,Consider installing a ground source heat pump.,HIGH
long,9aad85aa26ae1495c2f1655cc9a15dc7a0a278e0bca3a8d282064cf99647fe3d,5,EPC-R3,Consider installing solar water heating.,LOW
short,cb0dbe76f520d04440c2c6402056703ae4b944cdec97609a07255aac8ee702d6,1,EPC-V1,"In some spaces, the solar gain limit defined in the NCM is exceeded, which might cause overheating. Consider solar control measures such as the application of reflective coating or shading devices to windows.",MEDIUM
long,cb0dbe76f520d04440c2c6402056703ae4b944cdec97609a07255aac8ee702d6,2,EPC-R3,Consider installing solar water heating.,LOW
long,cb0dbe76f520d04440c2c6402056703ae4b944cdec97609a07255aac8ee702d6,3,EPC-H2,Add time control to heating system.,LOW
long,cb0dbe76f520d04440c2c6402056703ae4b944cdec97609a07255aac8ee702d6,4,EPC-H7,Add optimum start/stop to the heating system.,LOW
long,cb0dbe76f520d04440c2c6402056703ae4b944cdec97609a07255aac8ee702d6,5,EPC-R4,Consider installing PV.,LOW
long,cb0dbe76f520d04440c2c6402056703ae4b944cdec97609a07255aac8ee702d6,6,EPC-H6,Add local temperature control to the heating system.,LOW
short,0a8563221da96d2b0af4fe8c2d8cf3ebff8ba5ffdbfa532832415c3109f0c8ad,1,EPC-L5,Consider replacing T8 lamps with retrofit T5 conversion kit. ,LOW
short,0a8563221da96d2b0af4fe8c2d8cf3ebff8ba5ffdbfa532832415c3109f0c8ad,2,EPC-V1,"In some spaces, the solar gain limit defined in the NCM is exceeded, which might cause overheating. Consider solar control measures such as the application of reflective coating or shading devices to windows.",MEDIUM
short,0a8563221da96d2b0af4fe8c2d8cf3ebff8ba5ffdbfa532832415c3109f0c8ad,3,EPC-L7,Introduce HF (high frequency) ballasts for fluorescent tubes: Reduced number of fittings required.,LOW
medium,0a8563221da96d2b0af4fe8c2d8cf3ebff8ba5ffdbfa532832415c3109f0c8ad,4,EPC-H7,Add optimum start/stop to the heating system.,LOW
long,0a8563221da96d2b0af4fe8c2d8cf3ebff8ba5ffdbfa532832415c3109f0c8ad,5,EPC-H4,The default heat generator efficiency is chosen. It is recommended that the heat generator system be investigated to gain an understanding of its efficiency and possible improvements.,LOW
long,0a8563221da96d2b0af4fe8c2d8cf3ebff8ba5ffdbfa532832415c3109f0c8ad,6,EPC-E4,Some walls have uninsulated cavities - introduce cavity wall insulation.,MEDIUM
long,0a8563221da96d2b0af4fe8c2d8cf3ebff8ba5ffdbfa532832415c3109f0c8ad,7,EPC-C1,The default chiller efficiency is chosen. It is recommended that the chiller system be investigated to gain an understanding of its efficiency and possible improvements.,LOW
long,0a8563221da96d2b0af4fe8c2d8cf3ebff8ba5ffdbfa532832415c3109f0c8ad,8,EPC-E5,Some windows have high U-values - consider installing secondary glazing. ,MEDIUM
long,0a8563221da96d2b0af4fe8c2d8cf3ebff8ba5ffdbfa532832415c3109f0c8ad,9,EPC-H6,Add local temperature control to the heating system.,LOW
short,c5b544a5b602435e6f9ee14c816597a672b0a32dd782557879079a8c9d204648,1,EPC-L2,Replace tungsten GLS lamps with CFLs: Payback period dependent on hours of use.,LOW
short,c5b544a5b602435e6f9ee14c816597a672b0a32dd782557879079a8c9d204648,2,EPC-W1,Install more efficient water heater.,HIGH
short,c5b544a5b602435e6f9ee14c816597a672b0a32dd782557879079a8c9d204648,3,EPC-L5,Consider replacing T8 lamps with retrofit T5 conversion kit. ,MEDIUM
short,c5b544a5b602435e6f9ee14c816597a672b0a32dd782557879079a8c9d204648,4,EPC-W2,Consider replacing HWS with point of use system.,HIGH
short,c5b544a5b602435e6f9ee14c816597a672b0a32dd782557879079a8c9d204648,5,EPC-V1,"In some spaces, the solar gain limit defined in the NCM is exceeded, which might cause overheating. Consider solar control measures such as the application of reflective coating or shading devices to windows.",MEDIUM
short,c5b544a5b602435e6f9ee14c816597a672b0a32dd782557879079a8c9d204648,6,EPC-L7,Introduce HF (high frequency) ballasts for fluorescent tubes: Reduced number of fittings required.,LOW
short,c5b544a5b602435e6f9ee14c816597a672b0a32dd782557879079a8c9d204648,7,EPC-H2,Add time control to heating system.,LOW
short,c5b544a5b602435e6f9ee14c816597a672b0a32dd782557879079a8c9d204648,8,EPC-H7,Add optimum start/stop to the heating system.,MEDIUM
medium,c5b544a5b602435e6f9ee14c816597a672b0a32dd782557879079a8c9d204648,9,EPC-H4,The default heat generator efficiency is chosen. It is recommended that the heat generator system be investigated to gain an understanding of its efficiency and possible improvements.,LOW
medium,c5b544a5b602435e6f9ee14c816597a672b0a32dd782557879079a8c9d204648,10,EPC-E4,Some walls have uninsulated cavities - introduce cavity wall insulation.,MEDIUM
medium,c5b544a5b602435e6f9ee14c816597a672b0a32dd782557879079a8c9d204648,11,EPC-E5,Some windows have high U-values - consider installing secondary glazing. ,MEDIUM
medium,c5b544a5b602435e6f9ee14c816597a672b0a32dd782557879079a8c9d204648,12,EPC-H6,Add local temperature control to the heating system.,MEDIUM
medium,c5b544a5b602435e6f9ee14c816597a672b0a32dd782557879079a8c9d204648,13,EPC-H8,Add weather compensation controls to heating system.,LOW
medium,c5b544a5b602435e6f9ee14c816597a672b0a32dd782557879079a8c9d204648,14,EPC-E6,Some loft spaces are poorly insulated - install/improve insulation.,MEDIUM
medium,c5b544a5b602435e6f9ee14c816597a672b0a32dd782557879079a8c9d204648,15,EPC-H5,Add local time control to heating system.,LOW
long,c5b544a5b602435e6f9ee14c816597a672b0a32dd782557879079a8c9d204648,16,EPC-E3,Some solid walls are poorly insulated - introduce or improve internal wall insulation.,MEDIUM
long,c5b544a5b602435e6f9ee14c816597a672b0a32dd782557879079a8c9d204648,17,EPC-H3,Consider replacing heating boiler plant with a condensing type.,MEDIUM
long,c5b544a5b602435e6f9ee14c816597a672b0a32dd782557879079a8c9d204648,18,EPC-E7,"Carry out a pressure test, identify and treat identified air leakage. Enter result in EPC calculation.",MEDIUM
long,c5b544a5b602435e6f9ee14c816597a672b0a32dd782557879079a8c9d204648,19,EPC-E8,Some glazing is poorly insulated. Replace/improve glazing and/or frames. ,MEDIUM
long,c5b544a5b602435e6f9ee14c816597a672b0a32dd782557879079a8c9d204648,20,EPC-R2,Consider installing building mounted wind turbine(s).,LOW
short,36161fb8a6e68d88ddcdaec5b8809c1a4ef6df5df33be54a5c78c7454e039de1,1,EPC-L5,Consider replacing T8 lamps with retrofit T5 conversion kit. ,MEDIUM
long,cb86e52c7325b812dc8827a336467ffc84429772d8f10e5a25f1e6eec394db2b,1,EPC-E3,Some solid walls are poorly insulated - introduce or improve internal wall insulation.,MEDIUM
short,94f2f8779b1fb65664ae8d900d94626da44d4a8d82e0c26fc10ee5a58e10e7b7,1,EPC-H2,Add time control to heating system.,MEDIUM
medium,94f2f8779b1fb65664ae8d900d94626da44d4a8d82e0c26fc10ee5a58e10e7b7,2,EPC-H7,Add optimum start/stop to the heating system.,MEDIUM
medium,94f2f8779b1fb65664ae8d900d94626da44d4a8d82e0c26fc10ee5a58e10e7b7,3,EPC-E4,Some walls have uninsulated cavities - introduce cavity wall insulation.,MEDIUM
long,94f2f8779b1fb65664ae8d900d94626da44d4a8d82e0c26fc10ee5a58e10e7b7,4,EPC-E5,Some windows have high U-values - consider installing secondary glazing. ,MEDIUM
long,94f2f8779b1fb65664ae8d900d94626da44d4a8d82e0c26fc10ee5a58e10e7b7,5,EPC-H6,Add local temperature control to the heating system.,MEDIUM
long,94f2f8779b1fb65664ae8d900d94626da44d4a8d82e0c26fc10ee5a58e10e7b7,6,EPC-H8,Add weather compensation controls to heating system.,MEDIUM
long,94f2f8779b1fb65664ae8d900d94626da44d4a8d82e0c26fc10ee5a58e10e7b7,7,EPC-H5,Add local time control to heating system.,MEDIUM
long,94f2f8779b1fb65664ae8d900d94626da44d4a8d82e0c26fc10ee5a58e10e7b7,8,EPC-E3,Some solid walls are poorly insulated - introduce or improve internal wall insulation.,MEDIUM
short,7417eafccb6dff8fca9c3fa3866b10e36de48f15d42f78f60a92ac072cd99ea6,1,EPC-L5,Consider replacing T8 lamps with retrofit T5 conversion kit. ,HIGH
short,7417eafccb6dff8fca9c3fa3866b10e36de48f15d42f78f60a92ac072cd99ea6,2,EPC-V1,"In some spaces, the solar gain limit defined in the NCM is exceeded, which might cause overheating. Consider solar control measures such as the application of reflective coating or shading devices to windows.",MEDIUM
long,7417eafccb6dff8fca9c3fa3866b10e36de48f15d42f78f60a92ac072cd99ea6,3,EPC-C1,The default chiller efficiency is chosen. It is recommended that the chiller system be investigated to gain an understanding of its efficiency and possible improvements.,LOW
long,7417eafccb6dff8fca9c3fa3866b10e36de48f15d42f78f60a92ac072cd99ea6,4,EPC-H7,Add optimum start/stop to the heating system.,LOW
long,7417eafccb6dff8fca9c3fa3866b10e36de48f15d42f78f60a92ac072cd99ea6,5,EPC-E5,Some windows have high U-values - consider installing secondary glazing. ,LOW
long,7417eafccb6dff8fca9c3fa3866b10e36de48f15d42f78f60a92ac072cd99ea6,6,EPC-E3,Some solid walls are poorly insulated - introduce or improve internal wall insulation.,LOW
long,7417eafccb6dff8fca9c3fa3866b10e36de48f15d42f78f60a92ac072cd99ea6,7,EPC-E7,"Carry out a pressure test, identify and treat identified air leakage. Enter result in EPC calculation.",LOW
short,ac5f369a0653cff2a45d44a8a91e0962242268e2ef0e68d63aea77eab0dd30c6,1,EPC-L5,Consider replacing T8 lamps with retrofit T5 conversion kit. ,HIGH
long,ac5f369a0653cff2a45d44a8a91e0962242268e2ef0e68d63aea77eab0dd30c6,2,EPC-C1,The default chiller efficiency is chosen. It is recommended that the chiller system be investigated to gain an understanding of its efficiency and possible improvements.,LOW
long,ac5f369a0653cff2a45d44a8a91e0962242268e2ef0e68d63aea77eab0dd30c6,3,EPC-H7,Add optimum start/stop to the heating system.,LOW
long,ac5f369a0653cff2a45d44a8a91e0962242268e2ef0e68d63aea77eab0dd30c6,4,EPC-E3,Some solid walls are poorly insulated - introduce or improve internal wall insulation.,LOW
long,ac5f369a0653cff2a45d44a8a91e0962242268e2ef0e68d63aea77eab0dd30c6,5,EPC-E7,"Carry out a pressure test, identify and treat identified air leakage. Enter result in EPC calculation.",LOW
short,d31bb990516dd08570a6ea930e152041b37916e637a5fd3a9c99f1f0cccb7c8c,1,EPC-L5,Consider replacing T8 lamps with retrofit T5 conversion kit. ,HIGH
long,d31bb990516dd08570a6ea930e152041b37916e637a5fd3a9c99f1f0cccb7c8c,2,EPC-C1,The default chiller efficiency is chosen. It is recommended that the chiller system be investigated to gain an understanding of its efficiency and possible improvements.,LOW
long,d31bb990516dd08570a6ea930e152041b37916e637a5fd3a9c99f1f0cccb7c8c,3,EPC-H7,Add optimum start/stop to the heating system.,MEDIUM
long,d31bb990516dd08570a6ea930e152041b37916e637a5fd3a9c99f1f0cccb7c8c,4,EPC-W1,Install more efficient water heater.,MEDIUM
long,d31bb990516dd08570a6ea930e152041b37916e637a5fd3a9c99f1f0cccb7c8c,5,EPC-E5,Some windows have high U-values - consider installing secondary glazing. ,MEDIUM
long,d31bb990516dd08570a6ea930e152041b37916e637a5fd3a9c99f1f0cccb7c8c,6,EPC-E3,Some solid walls are poorly insulated - introduce or improve internal wall insulation.,MEDIUM
long,57f1362df1c4820019530f02ab79b942340f89b4328332e45b63bb896ec83668,1,EPC-C1,The default chiller efficiency is chosen. It is recommended that the chiller system be investigated to gain an understanding of its efficiency and possible improvements.,LOW
long,2bcac3816b94f753f72e29de3691172ce12e5d5ac98ae207c4306bece21b8de1,1,EPC-H4,The default heat generator efficiency is chosen. It is recommended that the heat generator system be investigated to gain an understanding of its efficiency and possible improvements.,HIGH
long,2bcac3816b94f753f72e29de3691172ce12e5d5ac98ae207c4306bece21b8de1,2,EPC-E3,Some solid walls are poorly insulated - introduce or improve internal wall insulation.,MEDIUM
long,2bcac3816b94f753f72e29de3691172ce12e5d5ac98ae207c4306bece21b8de1,3,EPC-E7,"Carry out a pressure test, identify and treat identified air leakage. Enter result in EPC calculation.",MEDIUM
long,2bcac3816b94f753f72e29de3691172ce12e5d5ac98ae207c4306bece21b8de1,4,EPC-R5,Consider installing an air source heat pump.,HIGH
long,2bcac3816b94f753f72e29de3691172ce12e5d5ac98ae207c4306bece21b8de1,5,EPC-R4,Consider installing PV.,LOW
other,cb3bb04fca0de42e54dbfa6d81955cca91b66469df1ddc9d19e705d39ea64f94,1,USER,The incoming tenant should seek to understand the potential for lighting switching options achievable by the lighting control system and implement the most appropriate solution to their fit out and partitioning.,MEDIUM
other,cb3bb04fca0de42e54dbfa6d81955cca91b66469df1ddc9d19e705d39ea64f94,2,EPC-C1,The default chiller efficiency is chosen. It is recommended that the chiller system be investigated to gain an understanding of its efficiency and possible improvements.,MEDIUM
other,cb3bb04fca0de42e54dbfa6d81955cca91b66469df1ddc9d19e705d39ea64f94,3,USER,The incoming tenant should familiarise themselves with the approaches to energy efficient operation of the building services installed within their tenancy.,MEDIUM
other,aeb8162fb4816f72f4caea13ab161fddd1e21b443b9091ebd8762b34db87da17,1,USER,The incoming tenant should seek to understand the potential for lighting switching options achievable by the lighting control system and implement the most appropriate solution to their fit out and partitioning.,MEDIUM
other,aeb8162fb4816f72f4caea13ab161fddd1e21b443b9091ebd8762b34db87da17,2,EPC-C1,The default chiller efficiency is chosen. It is recommended that the chiller system be investigated to gain an understanding of its efficiency and possible improvements.,MEDIUM
other,aeb8162fb4816f72f4caea13ab161fddd1e21b443b9091ebd8762b34db87da17,3,USER,The incoming tenant should familiarise themselves with the approaches to energy efficient operation of the building services installed within their tenancy.,MEDIUM
long,08fb0e12c622ce88fcb5136b80aabc7fd09ef42015d865616b6a5abdc08f4e27,1,EPC-R3,Consider installing solar water heating.,LOW
long,08fb0e12c622ce88fcb5136b80aabc7fd09ef42015d865616b6a5abdc08f4e27,2,EPC-E4,Some walls have uninsulated cavities - introduce cavity wall insulation.,LOW
short,096eb12bb59af5e5c9df881326a1c9e0d6b9113657c48868071ca1d310cf1d80,1,EPC-L5,Consider replacing T8 lamps with retrofit T5 conversion kit. ,MEDIUM
short,096eb12bb59af5e5c9df881326a1c9e0d6b9113657c48868071ca1d310cf1d80,2,EPC-L7,Introduce HF (high frequency) ballasts for fluorescent tubes: Reduced number of fittings required.,LOW
long,096eb12bb59af5e5c9df881326a1c9e0d6b9113657c48868071ca1d310cf1d80,3,EPC-R2,Consider installing building mounted wind turbine(s).,LOW
long,096eb12bb59af5e5c9df881326a1c9e0d6b9113657c48868071ca1d310cf1d80,4,EPC-R3,Consider installing solar water heating.,LOW
long,096eb12bb59af5e5c9df881326a1c9e0d6b9113657c48868071ca1d310cf1d80,5,EPC-H2,Add time control to heating system.,LOW
long,096eb12bb59af5e5c9df881326a1c9e0d6b9113657c48868071ca1d310cf1d80,6,EPC-C3,Ductwork leakage is high. Inspect and seal ductwork.,HIGH
long,096eb12bb59af5e5c9df881326a1c9e0d6b9113657c48868071ca1d310cf1d80,7,EPC-H7,Add optimum start/stop to the heating system.,LOW
long,dc791a9e8180f2373fe890bc7948b9d70388d798daa090e9f56b35da6278e894,1,EPC-R3,Consider installing solar water heating.,LOW
long,dc791a9e8180f2373fe890bc7948b9d70388d798daa090e9f56b35da6278e894,2,EPC-E4,Some walls have uninsulated cavities - introduce cavity wall insulation.,MEDIUM
long,ff22756a0fbaebc9b543789cec6386b7a39fc7f808c3ae521b9f033160a4bc12,1,EPC-C1,The default chiller efficiency is chosen. It is recommended that the chiller system be investigated to gain an understanding of its efficiency and possible improvements.,LOW
long,ff22756a0fbaebc9b543789cec6386b7a39fc7f808c3ae521b9f033160a4bc12,2,EPC-H4,The default heat generator efficiency is chosen. It is recommended that the heat generator system be investigated to gain an understanding of its efficiency and possible improvements.,LOW
long,b8689c66d7ed2c55259e3370bca4375445650fb8bfe2540430c929c1740d9548,1,EPC-R3,Consider installing solar water heating.,LOW
long,b8689c66d7ed2c55259e3370bca4375445650fb8bfe2540430c929c1740d9548,2,EPC-E4,Some walls have uninsulated cavities - introduce cavity wall insulation.,LOW
long,c7b2896e38e19d9ece0e51437d94b17ff0ad9b8fa04ded09bf8005442a0cbd24,1,EPC-R3,Consider installing solar water heating.,LOW
long,c7b2896e38e19d9ece0e51437d94b17ff0ad9b8fa04ded09bf8005442a0cbd24,2,EPC-E4,Some walls have uninsulated cavities - introduce cavity wall insulation.,LOW
medium,f044a69f80bae2abdd61bd70b2140a27fc5ec93e87da9a64a3b8e1dae21cda26,1,EPC-H2,Add time control to heating system.,LOW
medium,f044a69f80bae2abdd61bd70b2140a27fc5ec93e87da9a64a3b8e1dae21cda26,2,EPC-H7,Add optimum start/stop to the heating system.,MEDIUM
long,f044a69f80bae2abdd61bd70b2140a27fc5ec93e87da9a64a3b8e1dae21cda26,3,EPC-E5,Some windows have high U-values - consider installing secondary glazing. ,MEDIUM
long,f044a69f80bae2abdd61bd70b2140a27fc5ec93e87da9a64a3b8e1dae21cda26,4,EPC-H6,Add local temperature control to the heating system.,LOW
long,f044a69f80bae2abdd61bd70b2140a27fc5ec93e87da9a64a3b8e1dae21cda26,5,EPC-H8,Add weather compensation controls to heating system.,MEDIUM
long,f044a69f80bae2abdd61bd70b2140a27fc5ec93e87da9a64a3b8e1dae21cda26,6,EPC-H5,Add local time control to heating system.,MEDIUM
long,f044a69f80bae2abdd61bd70b2140a27fc5ec93e87da9a64a3b8e1dae21cda26,7,EPC-E3,Some solid walls are poorly insulated - introduce or improve internal wall insulation.,MEDIUM
long,5bccf0eb41276f7a34ff57ea0d1417861f6537ac885015c482fb9c01962eadfe,1,EPC-R3,Consider installing solar water heating.,LOW
